,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
4762,3A24,HYDRES19DEL01,27,4.2,17.458998,78.500366,17.528998,78.570366,Meal ,motorcycle ,31,30.823174
43179,1C68,COIMBRES08DEL02,21,4.6,11.001852,76.976268,11.021852,76.996268,Drinks ,scooter ,23,22.903637
21098,AAC2,BANGRES01DEL02,23,4.8,12.933284,77.615428,13.063284,77.745428,Buffet ,motorcycle ,21,21.107952
8283,548F,CHENRES02DEL01,30,4.8,13.086438,80.220672,13.126439,80.260672,Meal ,motorcycle ,27,26.934023
28468,3B5B,VADRES13DEL03,38,4.8,22.310237,73.158921,22.370237,73.218921,Meal ,motorcycle ,30,29.963593
44132,CA2F,KOCRES16DEL01,34,4.5,10.003064,76.307589,10.013064,76.317589,Drinks ,electric_scooter ,28,27.855907
18921,7462,VADRES13DEL03,27,4.3,22.310237,73.158921,22.400237,73.248921,Snack ,motorcycle ,43,43.02076
17828,8CFE,VADRES09DEL02,31,4.9,0.0,0.0,0.02,0.02,Buffet ,electric_scooter ,30,29.872177
40626,DA9F,AGRRES09DEL03,33,4.8,0.0,0.0,0.09,0.09,Meal ,motorcycle ,52,52.112175
13771,8F9,MYSRES17DEL03,29,4.6,12.326356,76.619103,12.416356,76.709103,Snack ,motorcycle ,44,43.720245
40962,2942,RANCHIRES09DEL02,22,4.7,23.351058,85.325731,23.481058,85.455731,Drinks ,motorcycle ,38,38.21929
28947,1E+32,COIMBRES010DEL02,33,4.3,11.003008,76.97544,11.023008,76.99544,Meal ,scooter ,32,32.09456
2070,B89,JAPRES14DEL01,29,4.5,26.88842,75.800689,26.92842,75.840689,Meal ,motorcycle ,43,42.862385
36647,780E,INDORES11DEL01,24,4.9,22.751234,75.88949,22.821234,75.95949,Snack ,motorcycle ,26,26.00238
15783,D783,ALHRES13DEL01,29,4.9,25.451646,81.832796,25.491646,81.872796,Snack ,motorcycle ,29,29.048677
31882,54BA,SURRES11DEL01,25,4.9,21.157735,72.768778,21.167735,72.778778,Drinks ,motorcycle ,30,29.849703
39280,C51F,AGRRES02DEL01,22,4.7,0.0,0.0,0.04,0.04,Meal ,scooter ,16,15.925627
11609,2AC0,CHENRES13DEL01,31,4.8,13.027018,80.254791,13.137018,80.364791,Snack ,scooter ,38,38.188335
11387,AEE3,BANGRES04DEL03,31,4.4,12.98041,77.640489,13.04041,77.700489,Drinks ,scooter ,32,32.214485
18795,1B1F,COIMBRES18DEL03,38,4.8,11.02091,76.940432,11.11091,77.030432,Meal ,motorcycle ,28,28.029602
9274,9DA2,CHENRES010DEL01,23,4.7,13.066762,80.251865,13.076762,80.261865,Meal ,motorcycle ,12,11.983847
1691,539C,MYSRES15DEL03,36,4.6,12.352058,76.60665,12.412058,76.66665,Snack ,motorcycle ,21,21.113577
7921,C534,BHPRES05DEL02,33,4.8,23.214459,77.434976,23.294459,77.514976,Buffet ,motorcycle ,26,26.00238
9534,6FA1,JAPRES11DEL02,39,4.9,26.90294,75.793007,26.92294,75.813007,Meal ,motorcycle ,23,22.921125
39559,94AC,BANGRES02DEL03,33,4.7,12.970221,77.645396,13.000221,77.675396,Drinks ,motorcycle ,30,29.963593
29308,7FC,JAPRES010DEL02,33,4.7,26.921411,75.793604,26.941411,75.813604,Drinks ,motorcycle ,22,22.039864
32187,87A,MUMRES18DEL01,29,4.6,19.1093,72.825451,19.1493,72.865451,Meal ,motorcycle ,49,48.825985
995,8DC0,MUMRES05DEL02,23,4.6,18.927584,72.832585,19.007584,72.912585,Snack ,motorcycle ,39,38.91466
39624,7954,CHENRES17DEL02,22,4.3,13.045479,80.23311,13.065479,80.25311,Meal ,motorcycle ,26,26.161663
28235,8E+42,MUMRES16DEL01,21,5.0,19.120083,72.907385,19.160083,72.947385,Snack ,scooter ,10,10.082401
26653,D8A1,LUDHRES08DEL03,31,5.0,30.899992,75.831338,30.959992,75.891338,Drinks ,scooter ,31,30.874472
43334,BC42,CHENRES02DEL01,29,4.8,13.086438,80.220672,13.156439,80.290672,Buffet ,scooter ,27,27.11441
12369,1C3C,BANGRES05DEL02,33,4.6,12.970324,77.645748,12.990324,77.665748,Meal ,scooter ,17,17.148546
11013,47C4,CHENRES13DEL02,29,4.7,13.027018,80.254791,13.047018,80.274791,Meal ,motorcycle ,29,29.046495
33854,40D4,RANCHIRES03DEL01,36,4.8,0.0,0.0,0.01,0.01,Snack ,electric_scooter ,28,27.855907
9573,96B4,RANCHIRES03DEL01,37,4.3,0.0,0.0,0.07,0.07,Drinks ,motorcycle ,39,38.91466
35975,7DD,SURRES08DEL02,23,4.9,21.173343,72.792731,21.193343,72.812731,Drinks ,motorcycle ,10,10.1480255
29865,2002,INDORES010DEL01,34,4.1,22.75004,75.902847,22.82004,75.972847,Buffet ,electric_scooter ,35,34.994797
43556,11B2,JAPRES19DEL03,33,4.2,26.913726,75.75282,26.973726,75.812821,Buffet ,electric_scooter ,34,34.005703
34170,500D,VADRES18DEL01,33,4.6,0.0,0.0,0.01,0.01,Drinks ,scooter ,26,26.144175
27595,3455,BANGRES03DEL01,29,4.6,12.979166,77.640709,13.089166,77.750709,Buffet ,electric_scooter ,17,17.15564
17217,8D29,CHENRES08DEL02,23,4.6,13.022394,80.242439,13.072394,80.292439,Snack ,motorcycle ,26,26.16404
27929,893B,PUNERES17DEL01,39,4.6,18.530963,73.828972,18.570963,73.868972,Meal ,motorcycle ,29,29.048677
40791,D1F2,AGRRES08DEL02,26,5.0,27.160934,78.044095,27.240934,78.124095,Meal ,electric_scooter ,16,16.074812
5584,B989,INDORES09DEL03,25,4.7,22.725835,75.887648,22.755835,75.917648,Drinks ,scooter ,29,29.058903
13680,CC6,RANCHIRES17DEL02,38,4.2,23.374878,85.335739,23.504878,85.465739,Snack ,electric_scooter ,47,47.189342
40677,6699,COIMBRES02DEL02,23,5.0,11.022477,76.995667,11.152477,77.125667,Snack ,motorcycle ,26,26.00238
27162,E171,AGRRES03DEL02,28,4.7,27.160832,78.011608,27.180832,78.031608,Meal ,motorcycle ,20,19.830437
35023,1CB0,MUMRES05DEL03,37,4.1,18.927584,72.832585,18.987584,72.892585,Buffet ,motorcycle ,21,21.113577
17892,532A,INDORES13DEL01,31,4.3,22.745049,75.892471,22.855049,76.002471,Meal ,motorcycle ,36,35.9905
9816,1B8B,BANGRES01DEL01,25,5.0,12.933284,77.615428,13.003284,77.685428,Meal ,motorcycle ,23,22.902306
38508,B41A,JAPRES20DEL02,22,4.8,26.956431,75.776649,27.036431,75.856649,Snack ,motorcycle ,44,43.720245
31409,8B42,INDORES20DEL03,25,4.8,22.732225,75.874765,22.762225,75.904765,Buffet ,scooter ,20,19.840483
45488,D2A8,ALHRES08DEL01,31,4.6,25.450329,81.834279,25.560329,81.944279,Buffet ,motorcycle ,25,24.887524
39395,7C4A,JAPRES06DEL01,33,4.0,26.911927,75.797282,26.951927,75.837282,Snack ,scooter ,34,34.005703
45346,2CE9,INDORES01DEL02,26,4.8,22.695207,75.866059,22.825207,75.996059,Meal ,motorcycle ,28,28.029602
14930,7A98,COIMBRES010DEL02,21,4.8,11.003008,76.97544,11.083009,77.05544,Drinks ,motorcycle ,19,19.001015
3398,194F,HYDRES04DEL03,34,4.0,17.411028,78.329645,17.471028,78.389645,Buffet ,motorcycle ,34,34.05279
19407,C149,BHPRES13DEL02,24,4.6,23.230791,77.43702,23.250791,77.45702,Snack ,scooter ,12,11.834962
22621,419D,MUMRES12DEL03,25,4.8,19.207222,72.972281,19.267222,73.032281,Snack ,scooter ,26,26.174265
28384,C856,LUDHRES01DEL02,21,5.0,30.873988,75.842739,30.953988,75.922739,Snack ,scooter ,25,24.913887
36906,5060,BANGRES17DEL03,35,4.8,12.972532,77.608179,13.032532,77.668179,Drinks ,electric_scooter ,18,18.020481
12972,1D4F,RANCHIRES03DEL02,34,5.0,0.0,0.0,0.13,0.13,Buffet ,scooter ,49,48.9558
4080,7E2F,RANCHIRES17DEL01,31,5.0,23.374878,85.335739,23.384878,85.345739,Drinks ,scooter ,13,12.849163
16858,41E,BANGRES11DEL02,29,4.6,12.934365,77.616155,13.064365,77.746155,Meal ,motorcycle ,45,45.89883
28649,9069,MYSRES18DEL03,24,4.8,12.337928,76.617889,12.397928,76.677889,Meal ,motorcycle ,24,23.939972
16186,9015,COIMBRES20DEL03,32,4.5,10.994136,76.963303,11.054136,77.023303,Meal ,scooter ,17,17.006456
7007,D929,KOCRES09DEL01,30,4.7,10.000706,76.349516,10.010706,76.359516,Meal ,motorcycle ,26,26.161663
629,895B,BANGRES06DEL02,24,4.2,12.979096,77.640625,13.109096,77.770625,Drinks ,scooter ,35,34.994797
28282,6844,SURRES08DEL01,23,4.5,21.173343,72.792731,21.283343,72.902731,Buffet ,motorcycle ,16,16.074535
14344,A01B,VADRES17DEL01,29,4.8,0.0,0.0,0.11,0.11,Meal ,scooter ,24,23.872654
41177,7644,VADRES09DEL01,32,4.6,0.0,0.0,0.07,0.07,Drinks ,scooter ,24,23.872654
290,7031,COIMBRES14DEL01,38,4.9,11.003681,76.975525,11.043681,77.015525,Snack ,scooter ,25,24.99143
45591,5EEE,COIMBRES11DEL01,20,4.7,11.001753,76.986241,11.041753,77.026241,Snack ,motorcycle ,26,26.16404
18144,6C9A,HYDRES16DEL02,24,4.4,17.440827,78.393391,17.570827,78.523391,Buffet ,scooter ,31,30.716867
45225,498F,INDORES15DEL01,35,4.9,22.760072,75.892574,22.830072,75.962574,Meal ,scooter ,35,34.994797
4211,C398,LUDHRES04DEL03,23,4.8,30.914057,75.83982,31.004057,75.92982,Drinks ,scooter ,17,17.101923
22238,AB17,PUNERES11DEL02,32,3.5,18.533811,73.899315,18.613811,73.979315,Buffet ,motorcycle ,35,35.02575
1173,2460,RANCHIRES01DEL03,33,5.0,23.416792,85.316842,23.506792,85.406842,Buffet ,motorcycle ,33,33.033077
27054,5CC1,SURRES05DEL01,28,4.5,21.175104,72.804342,21.215104,72.844342,Snack ,motorcycle ,50,49.626133
32832,8ECA,INDORES16DEL02,32,3.7,22.744648,75.894377,22.824648,75.974377,Drinks ,scooter ,33,33.00212
23579,2530,INDORES01DEL03,25,4.9,22.695207,75.866059,22.755207,75.926059,Drinks ,scooter ,26,26.174265
10334,6254,RANCHIRES01DEL03,32,5.0,23.416792,85.316842,23.476792,85.376842,Snack ,motorcycle ,18,18.007782
8189,2583,CHENRES02DEL01,39,4.7,13.086438,80.220672,13.156439,80.290672,Meal ,electric_scooter ,49,48.9558
25045,9C6E,COIMBRES06DEL02,39,4.1,11.021278,76.995017,11.041278,77.015017,Meal ,motorcycle ,26,26.161663
17088,3A18,INDORES17DEL02,37,4.2,22.761226,75.887522,22.891226,76.017522,Meal ,scooter ,31,30.716867
20771,124C,MUMRES15DEL03,28,4.8,19.176269,72.836721,19.206269,72.866721,Buffet ,motorcycle ,20,19.840448
11779,B4C7,INDORES01DEL01,38,4.7,22.695207,75.866059,22.805207,75.976059,Snack ,scooter ,36,35.95955
42263,676E,BANGRES13DEL03,38,3.7,12.935662,77.61413,13.025662,77.70413,Buffet ,scooter ,44,43.57702
17119,1497,PUNERES18DEL01,34,4.8,18.593481,73.785901,18.633481,73.825901,Buffet ,electric_scooter ,28,27.885803
36147,8D4F,MUMRES18DEL03,36,4.6,19.1093,72.825451,19.1993,72.915451,Drinks ,scooter ,22,22.060421
44335,3AA2,COIMBRES15DEL02,25,4.6,11.006686,76.951736,11.026686,76.971736,Drinks ,motorcycle ,15,14.945256
44255,DB4E,GOARES010DEL01,31,4.9,15.546594,73.760431,15.656594,73.870431,Snack ,scooter ,23,22.928667
35535,509,RANCHIRES15DEL02,29,4.6,-23.369746,-85.33982,23.419746,85.38982,Buffet ,bicycle ,29,28.884384
3678,A06C,CHENRES13DEL03,21,3.7,13.027018,80.254791,13.087018,80.314791,Buffet ,motorcycle ,50,49.626133
3897,5F27,PUNERES04DEL02,31,4.7,18.51421,73.838429,18.59421,73.918429,Meal ,motorcycle ,39,38.91466
20023,74C6,MUMRES18DEL02,31,4.7,19.1093,72.825451,19.1293,72.845451,Buffet ,motorcycle ,23,22.921125
18684,1187,JAPRES07DEL01,35,4.7,26.766536,75.837333,26.776536,75.847333,Drinks ,electric_scooter ,19,19.030708
24607,E140,DEHRES010DEL02,28,4.9,30.328174,78.049117,30.348174,78.069117,Drinks ,motorcycle ,12,11.983847
22865,7795,JAPRES07DEL01,24,5.0,26.766536,75.837333,26.836536,75.907333,Meal ,motorcycle ,11,11.279578
22458,E274,GOARES05DEL02,39,4.8,0.0,0.0,0.02,0.02,Drinks ,motorcycle ,25,24.986525
20790,3C0C,INDORES04DEL02,25,4.8,22.753659,75.903365,22.803659,75.953365,Snack ,scooter ,14,13.873483
9222,636F,RANCHIRES15DEL02,23,4.8,23.369746,85.33982,23.419746,85.38982,Buffet ,motorcycle ,24,23.939972
29198,8C59,HYDRES11DEL02,23,4.6,17.430448,78.418213,17.480448,78.468213,Snack ,motorcycle ,27,26.934023
4444,1C47,INDORES03DEL03,23,5.0,22.751857,75.866699,22.811857,75.926699,Snack ,motorcycle ,37,36.90188
41912,BD65,PUNERES06DEL03,21,5.0,18.546258,73.904337,18.576258,73.934337,Buffet ,motorcycle ,22,22.049875
43809,6F3,MYSRES010DEL03,29,4.6,12.321214,76.621094,12.381214,76.681094,Meal ,scooter ,33,32.93572
38644,6180,MUMRES05DEL01,29,4.6,18.927584,72.832585,18.967584,72.872585,Buffet ,motorcycle ,27,26.934023
20459,D63,SURRES18DEL02,29,4.6,21.149834,72.778666,21.279834,72.908666,Meal ,motorcycle ,30,30.025574
4778,DCCB,DEHRES17DEL01,21,5.0,30.327968,78.046106,30.367968,78.086106,Meal ,motorcycle ,31,30.996916
20970,7C3,MUMRES02DEL02,29,5.0,19.221315,72.862381,19.241315,72.882381,Drinks ,motorcycle ,21,21.103565
22126,6702,BANGRES14DEL02,30,4.8,12.949934,77.699386,13.079934,77.829386,Meal ,motorcycle ,23,22.902306
9423,AAA8,INDORES11DEL03,25,3.1,22.751234,75.88949,22.841234,75.97949,Drinks ,scooter ,36,35.95955
18432,6E+75,MUMRES03DEL01,35,4.6,19.22384,72.841347,19.26384,72.881347,Meal ,motorcycle ,27,26.934023
11175,8AC0,MYSRES02DEL01,37,5.0,12.304569,76.643622,12.374569,76.713622,Snack ,scooter ,37,36.741386
35769,64D2,VADRES09DEL01,38,4.3,0.0,0.0,0.11,0.11,Snack ,motorcycle ,37,36.77234
2677,80FF,MUMRES17DEL02,38,4.5,19.121999,72.908493,19.141999,72.928493,Drinks ,motorcycle ,22,22.039864
41067,8C05,RANCHIRES07DEL01,23,4.5,23.359407,85.325055,23.369407,85.335055,Meal ,motorcycle ,17,17.16356
33053,4B3F,SURRES010DEL03,21,4.6,21.17106,72.789292,21.20106,72.819292,Buffet ,scooter ,18,18.020481
21130,218C,JAPRES16DEL02,28,5.0,26.849596,75.800512,26.899596,75.850512,Buffet ,motorcycle ,26,26.16404
25013,9EF7,RANCHIRES08DEL01,31,4.5,23.353783,85.326967,23.393783,85.366967,Snack ,electric_scooter ,28,27.885803
28254,5552,HYDRES08DEL02,35,4.7,17.438263,78.397865,17.458263,78.417865,Buffet ,electric_scooter ,20,19.802757
3745,1730,RANCHIRES05DEL03,38,4.8,23.355164,85.324097,23.415164,85.384097,Meal ,scooter ,34,34.005703
30814,27D4,PUNERES13DEL01,24,4.8,18.56245,73.916619,18.60245,73.956619,Meal ,motorcycle ,19,19.077866
37888,3707,VADRES02DEL02,34,4.8,0.0,0.0,0.02,0.02,Snack ,scooter ,20,19.793694
33962,65AB,SURRES17DEL02,23,4.8,21.149569,72.772697,21.199569,72.822697,Meal ,motorcycle ,19,19.077866
39565,D849,AGRRES08DEL01,37,4.9,27.160934,78.044095,27.200934,78.084095,Snack ,motorcycle ,49,48.825985
30684,2925,SURRES19DEL03,20,4.9,21.149669,72.772629,21.179669,72.802629,Buffet ,motorcycle ,29,29.048677
18109,677D,VADRES18DEL03,31,4.8,0.0,0.0,0.03,0.03,Meal ,electric_scooter ,18,18.020481
14108,7995,MUMRES15DEL03,32,4.2,19.176269,72.836721,19.236269,72.896721,Snack ,scooter ,34,34.005703
14221,E1C4,BHPRES15DEL02,39,5.0,23.234249,77.434007,23.364249,77.564007,Drinks ,motorcycle ,46,45.89883
9009,912E,VADRES09DEL01,28,4.7,0.0,0.0,0.04,0.04,Snack ,motorcycle ,19,19.077866
8227,73AC,HYDRES14DEL02,20,4.8,17.426228,78.407495,17.506228,78.487495,Meal ,scooter ,19,19.029854
19461,DF07,AGRRES12DEL03,31,4.7,27.165108,78.015053,27.305108,78.155053,Drinks ,scooter ,23,22.928667
25620,1526,MYSRES12DEL02,28,2.8,12.284747,76.625861,12.364747,76.705861,Meal ,electric_scooter ,35,34.994797
45163,56C3,INDORES01DEL02,31,5.0,22.695207,75.866059,22.775207,75.946059,Drinks ,motorcycle ,27,27.088047
44709,1997,CHENRES16DEL02,23,4.2,13.049645,80.242268,13.069645,80.262268,Meal ,motorcycle ,23,22.921125
32429,4BED,HYDRES15DEL03,37,4.1,17.45971,78.368855,17.48971,78.398855,Meal ,electric_scooter ,33,32.93572
41227,B1F6,HYDRES07DEL02,23,4.6,17.424114,78.347554,17.504114,78.427554,Snack ,motorcycle ,22,22.04425
18236,D2FC,ALHRES12DEL01,33,4.0,25.443994,81.860187,25.513994,81.930187,Drinks ,motorcycle ,43,43.02076
14040,6.2E+09,MUMRES19DEL02,22,4.6,19.131141,72.813074,19.26114,72.943074,Snack ,motorcycle ,24,23.846292
41151,E282,AGRRES12DEL03,34,4.2,27.165108,78.015053,27.195108,78.045053,Meal ,motorcycle ,37,36.490936
22438,B5D1,COIMBRES20DEL02,39,4.8,10.994136,76.963303,11.124136,77.093303,Snack ,scooter ,33,33.00212
32778,B44F,MUMRES11DEL03,38,3.8,18.994237,72.825553,19.084237,72.915553,Buffet ,motorcycle ,31,30.823174
26348,94F8,PUNERES14DEL03,38,5.0,18.516216,73.842527,18.546216,73.872527,Snack ,motorcycle ,33,32.982807
14634,943D,RANCHIRES12DEL02,22,4.6,0.0,0.0,0.08,0.08,Buffet ,scooter ,27,27.11441
33924,5C49,INDORES08DEL02,30,4.7,22.725748,75.898497,22.775748,75.948497,Buffet ,motorcycle ,16,15.912927
20237,48C,COIMBRES08DEL03,29,4.6,-11.001852,-76.976268,11.061852,77.036268,Meal ,scooter ,15,14.774561
34119,5A17,MYSRES07DEL01,28,4.6,12.325461,76.632278,12.335461,76.642278,Meal ,motorcycle ,35,34.834965
17025,6F91,SURRES03DEL02,29,4.9,21.186884,72.793616,21.266884,72.873616,Meal ,motorcycle ,28,28.029602
45514,4FE6,RANCHIRES03DEL01,28,4.6,0.0,0.0,0.01,0.01,Snack ,motorcycle ,19,19.068624
21519,A4CC,MYSRES19DEL02,35,5.0,12.334022,76.618203,12.384022,76.668203,Drinks ,motorcycle ,37,36.90188
41212,43F6,VADRES07DEL01,28,4.8,0.0,0.0,0.11,0.11,Drinks ,motorcycle ,20,19.83482
4713,6843,JAPRES12DEL02,34,4.9,26.902908,75.792934,26.982908,75.872934,Meal ,scooter ,15,14.924707
3387,7049,SURRES12DEL02,38,4.3,21.183434,72.814492,21.313434,72.944492,Meal ,motorcycle ,38,38.21929
8157,5B43,MYSRES07DEL03,24,4.6,12.325461,76.632278,12.385461,76.692278,Snack ,motorcycle ,12,12.026814
23245,1774,BANGRES19DEL01,36,4.8,12.914264,77.6784,13.024264,77.7884,Meal ,motorcycle ,20,19.83482
28964,BE69,PUNERES16DEL03,34,4.8,18.536718,73.830327,18.596719,73.890327,Drinks ,motorcycle ,34,34.05279
28157,E9A,HYDRES18DEL01,27,5.0,17.450851,78.379347,17.560851,78.489347,Buffet ,scooter ,28,28.055965
34611,A894,MYSRES15DEL01,39,4.6,12.352058,76.60665,12.462058,76.71665,Drinks ,scooter ,17,17.15564
15777,4E+90,PUNERES19DEL02,37,5.0,18.563934,73.915367,18.613934,73.965367,Meal ,electric_scooter ,33,32.93572
13792,B409,BANGRES04DEL03,26,4.7,12.98041,77.640489,13.04041,77.700489,Meal ,motorcycle ,18,18.007782
20218,4A80,COIMBRES13DEL03,32,4.1,11.003669,76.976494,11.033669,77.006494,Meal ,motorcycle ,37,36.90188
27319,DE44,DEHRES12DEL01,20,4.6,0.0,0.0,0.07,0.07,Snack ,motorcycle ,40,40.19658
18577,FB8,INDORES18DEL01,26,4.5,22.753839,75.897429,22.863838,76.007429,Buffet ,motorcycle ,21,21.107952
36127,4.6E+10,CHENRES08DEL03,35,4.1,13.022394,80.242439,13.052394,80.272439,Meal ,motorcycle ,29,29.048677
38615,D1E8,ALHRES01DEL03,28,4.7,25.454648,81.834502,25.484648,81.864502,Drinks ,scooter ,28,27.885803
8757,B72C,COIMBRES18DEL01,27,4.6,11.02091,76.940432,11.03091,76.950432,Snack ,motorcycle ,17,17.16356
13896,3923,MUMRES01DEL01,21,4.8,19.12663,72.829976,19.16663,72.869976,Snack ,scooter ,13,12.919844
2538,9460,COIMBRES17DEL03,33,4.2,11.026117,76.944652,11.116117,77.034652,Meal ,scooter ,41,40.945267
2605,1E+61,INDORES13DEL01,28,4.0,22.745049,75.892471,22.785049,75.932471,Drinks ,motorcycle ,34,34.05279
14839,AF91,CHENRES15DEL01,31,4.6,13.026286,80.275235,13.066286,80.315235,Meal ,motorcycle ,19,19.077866
26937,28EC,CHENRES08DEL02,24,4.9,13.022394,80.242439,13.152394,80.372439,Drinks ,motorcycle ,17,17.155363
33696,4BFC,RANCHIRES19DEL02,38,4.3,23.333017,85.3172,23.353017,85.3372,Meal ,electric_scooter ,33,32.79515
14197,1820,PUNERES18DEL03,33,4.5,18.593481,73.785901,18.653481,73.845901,Drinks ,motorcycle ,25,24.981205
6223,8731,INDORES11DEL01,24,4.7,22.751234,75.88949,22.761234,75.89949,Buffet ,scooter ,18,17.960625
42713,5D5A,RANCHIRES14DEL03,39,4.4,0.0,0.0,0.03,0.03,Snack ,motorcycle ,34,34.05279
25406,D01,SURRES15DEL01,29,4.6,21.160522,72.771477,21.200522,72.811477,Drinks ,motorcycle ,30,29.963593
44266,96A2,MUMRES15DEL02,32,4.6,19.176269,72.836721,19.256269,72.916721,Drinks ,scooter ,18,17.995632
36281,62C2,PUNERES19DEL02,37,4.7,18.563934,73.915367,18.613934,73.965367,Drinks ,motorcycle ,38,38.40172
14133,C9C6,KOCRES15DEL01,28,4.9,10.027364,76.308258,10.067364,76.348258,Meal ,motorcycle ,12,12.026814
7199,112E,COIMBRES14DEL01,37,4.9,11.003681,76.975525,11.013681,76.985525,Buffet ,scooter ,16,16.06772
25660,180A,COIMBRES18DEL03,26,4.7,11.02091,76.940432,11.11091,77.030432,Buffet ,motorcycle ,35,35.02575
18906,67FE,MUMRES17DEL02,33,4.2,19.121999,72.908493,19.141999,72.928493,Buffet ,motorcycle ,23,22.921125
29088,CCD5,LUDHRES01DEL01,30,4.4,30.873988,75.842739,30.943988,75.912739,Buffet ,motorcycle ,40,40.15416
16534,D28D,GOARES03DEL01,22,4.8,15.574828,73.766883,15.684828,73.876883,Meal ,motorcycle ,37,36.77234
41188,1C36,COIMBRES13DEL01,35,4.7,11.003669,76.976494,11.013669,76.986494,Meal ,motorcycle ,21,21.103565
25569,A4CB,RANCHIRES13DEL02,38,4.8,23.374989,85.335486,23.504989,85.465486,Buffet ,motorcycle ,28,28.029602
37984,8070,HYDRES16DEL03,37,4.2,17.440827,78.393391,17.500827,78.453391,Meal ,motorcycle ,32,32.336926
28160,69EF,CHENRES07DEL03,31,4.1,13.081878,80.248519,13.111878,80.278519,Buffet ,motorcycle ,32,32.336926
31857,1453,MUMRES13DEL02,22,3.3,19.178321,72.834715,19.258321,72.914715,Snack ,motorcycle ,35,35.02575
29109,152F,INDORES18DEL01,32,4.8,22.753839,75.897429,22.763838,75.907429,Drinks ,motorcycle ,28,27.873396
11585,2873,HYDRES04DEL01,39,4.5,17.411028,78.329645,17.481028,78.399645,Drinks ,motorcycle ,46,45.89883
5379,17F7,HYDRES16DEL01,29,4.7,17.440827,78.393391,17.510827,78.463391,Meal ,electric_scooter ,20,19.850994
35591,8EB,CHENRES02DEL01,29,4.6,13.086438,80.220672,13.126439,80.260672,Buffet ,scooter ,12,11.905642
39593,90A5,VADRES01DEL02,39,4.9,22.307898,73.167788,22.437898,73.297788,Snack ,scooter ,15,14.924707
9365,57DB,COIMBRES14DEL03,23,5.0,11.003681,76.975525,11.093681,77.065525,Buffet ,electric_scooter ,17,17.15564
38046,B06D,MUMRES02DEL03,34,4.7,19.221315,72.862381,19.281315,72.922381,Drinks ,scooter ,28,27.885803
6489,541F,CHENRES15DEL02,33,4.9,13.026286,80.275235,13.156286,80.405235,Buffet ,electric_scooter ,29,29.141817
32931,3AE7,INDORES06DEL01,25,4.7,22.728163,75.884212,22.768163,75.924212,Buffet ,scooter ,22,22.04991
23861,4ECB,HYDRES15DEL03,38,4.8,17.45971,78.368855,17.54971,78.458855,Meal ,motorcycle ,25,24.887524
1471,560C,CHENRES14DEL02,36,4.8,13.026279,80.174568,13.076279,80.224568,Drinks ,scooter ,15,14.788152
43693,4996,HYDRES14DEL03,21,4.5,17.426228,78.407495,17.486228,78.467495,Snack ,motorcycle ,29,29.048677
15092,3A5B,VADRES03DEL03,22,4.7,22.32,73.17,22.35,73.2,Buffet ,motorcycle ,14,14.001822
37610,61EE,HYDRES13DEL01,23,4.0,17.431477,78.40035,17.541477,78.51035,Meal ,scooter ,33,33.00212
4673,CAD4,KOCRES18DEL03,28,4.9,9.957144,76.296783,10.017144,76.356783,Meal ,scooter ,18,18.020481
12280,7B6C,CHENRES02DEL02,33,4.7,13.086438,80.220672,13.136439,80.270672,Drinks ,electric_scooter ,32,32.214485
485,D446,ALHRES08DEL03,28,4.9,25.450329,81.834279,25.540329,81.924279,Drinks ,electric_scooter ,10,10.626296
7791,A30C,CHENRES05DEL03,23,5.0,13.058616,80.264151,13.148616,80.354151,Meal ,motorcycle ,22,22.04425
12740,81B5,COIMBRES16DEL02,38,4.4,11.010375,76.95295,11.090375,77.03295,Meal ,motorcycle ,53,52.716812
11736,6241,CHENRES08DEL02,32,4.3,13.022394,80.242439,13.042394,80.262439,Snack ,motorcycle ,20,19.830437
6068,695A,JAPRES09DEL02,20,5.0,26.911378,75.789034,26.991378,75.869034,Drinks ,motorcycle ,14,14.198238
31227,95D4,JAPRES12DEL02,38,4.7,26.902908,75.792934,26.982908,75.872934,Snack ,scooter ,37,36.741386
478,33DC,VADRES13DEL01,24,4.9,22.310237,73.158921,22.420237,73.268921,Drinks ,motorcycle ,22,22.04425
1266,B036,PUNERES01DEL03,31,4.8,18.569156,73.774723,18.629156,73.834723,Buffet ,scooter ,18,18.020481
38410,5B77,INDORES17DEL01,35,4.1,22.761226,75.887522,22.831226,75.957521,Buffet ,motorcycle ,42,42.090275
13185,729C,INDORES03DEL02,39,4.7,22.751857,75.866699,22.771857,75.886699,Drinks ,scooter ,15,14.930243
30229,34A4,VADRES13DEL02,21,4.6,22.310237,73.158921,22.390237,73.238921,Drinks ,scooter ,11,11.130779
14787,CEE0,BHPRES15DEL01,24,4.7,23.234249,77.434007,23.304249,77.504007,Buffet ,motorcycle ,39,38.91466
6241,3650,MYSRES06DEL01,37,4.6,12.323994,76.626167,12.363994,76.666167,Snack ,electric_scooter ,24,23.950197
36990,32CB,SURRES18DEL03,29,4.6,21.149834,72.778666,21.239834,72.868666,Buffet ,motorcycle ,18,17.966793
36994,805C,MYSRES18DEL03,20,4.9,12.337928,76.617889,12.397928,76.677889,Snack ,motorcycle ,18,18.007782
